Rank	Frequency	UUID	Row Text
388	6	b9ee-1aa0-8736-13c8	weathering is a kind of process
389	6	dfa9-fbe6-0fdf-502c	to turn means to change
390	6	3976-3829-4098-1312	if something is required for a process then that something positively impacts that process
391	6	b416-cff8-0999-48a9	long means great in length
392	6	578b-10b3-d171-7b7c	to protect means to make safe
393	6	bb18-f19f-69ba-8bc6	freezing point means temperature at which a liquid freezes ; below which a liquid freezes
394	6	4a5d-ae1d-5ba6-8f8d	water is in the liquid state , called liquid water , for temperatures between 273 ; 32 ; 0 and 373 ; 212 ; 100 K ; F ; C
395	6	647c-26b4-292b-4c96	a complete electrical circuit is a source of electrical energy
396	6	b695-f668-1dec-659c	the amount of daylight is least in the winter
397	6	7830-1dcb-42c6-d8dc	light is a kind of wave
398	6	aa85-b969-a168-ebce	a block is a kind of object
399	6	10c2-8847-99e1-057b	consumers eat other organisms
400	6	c2d6-e332-6199-27ac	reflection is when a wave bounces off a surface and travels in the opposite direction relative to the angle of incidence
401	6	5900-59b1-bb87-4115	pollination is when pollinating animals ; wind ; water carry pollen from one flower to another flower
402	6	bffa-0cd0-0745-6d03	moisture means liquid ; liquid water
403	6	55a5-73d4-c1b1-e55b	the bottom is the lowest part of something
404	6	a0de-6074-3154-0632	summer has the most sunlight
405	6	da2b-fb92-41aa-b359	an adaptation is a kind of characteristic
406	6	efcb-faab-cd79-cd07	inventing a tool allows ; enables that tool to be used
407	6	7b88-0a72-7d90-ea1d	plant reproduction ; seed production requires pollination
408	6	813f-2778-ed53-0c9f	recycling resources ; nonrenewable resources has a positive impact on the environment ; conservation of those resources
409	6	7f97-3a19-456e-8fdc	a leaf is a part of a tree
410	6	96ff-31bb-ea13-9aff	carbon dioxide is a kind of gas
411	6	3022-b0dc-604d-b0d7	to improve means to have a positive impact
412	6	1dba-dc42-8ca9-0ab2	climate is the usual kind of weather in a location
413	6	8c71-80c8-0818-62bf	if a living thing requires something then that something has a positive impact on that living thing
414	6	f450-c52a-cebe-ac01	recyclable means a material can be recycled
415	6	c527-3fa0-13ee-6b34	fossil means preserved remains of organisms
416	6	5471-05b0-00bd-1669	the Earth revolves around the sun
417	6	efac-0ec0-58dc-8f9e	material means substance
418	6	464c-d7c3-7c7d-8ae7	flying is a kind of motion air
419	6	7217-ca8f-51fc-7263	to cause means to have an effect
420	5	42dd-0aaa-7736-eea9	Matter in the gas phase has variable volume
421	5	ae74-32dc-4291-fb82	if an object reflects light toward the eye then that object can be seen
422	5	7bc3-ba5f-c9ed-09c6	sound waves means sound energy
423	5	773a-31a5-f976-927c	something hard ; something strong can be used for protection
424	5	5a5b-62f9-095f-8447	comparing requires measuring
425	5	69e3-9034-d59c-1674	forming coal ; fossil fuels requires decaying vegetation
426	5	9a54-14e7-f8f4-6375	avoiding predators ; escaping predators ; avoiding consumers is a kind of protection Move to PREDATOR-PREY.
427	5	d1ac-a510-1958-0100	polluting means something harmful ; something poisonous is added to an environment causing harm to the environment
428	5	4a27-3046-0e5d-9891	magnetism is a property of materials ; objects and includes ordered values of nonmagnetic ; magnetic
429	5	5e4d-6ae2-e556-9200	electrical devices convert electricity into other forms of energy
430	5	f2a1-5807-2b1e-fef3	rainfall is the amount of rain an area receives
431	5	f274-b61a-7bc7-123e	population is a measure of the number of a species in an environment
432	5	b7eb-7a34-8336-c669	fertile soil is high in quality
433	5	fdb9-edf0-6759-5f09	an instinctive behavior is a kind of inherited characteristic ; behavioral adaptation
434	5	cdc9-5a05-7bcd-607f	the freezing point of water ; melting point of water is 32F ; 0C ; 273K
435	5	78d4-18c9-9484-0154	sugar dissolves in water when they are combined
436	5	6a75-83b3-d985-4a70	look at means observe
437	5	33a0-5ab1-14b3-6bf8	a lizard is a kind of animal
438	5	0b2c-f8af-7823-d253	air is a kind of matter
439	5	9bdc-0291-3f7e-751d	a predator eats other animals for food
440	5	81a9-8f8a-02ee-4dbc	daylight means sunlight
441	5	29be-69ad-17f4-11f0	the color of ; coloration of fur is an inherited characteristic
442	5	73fa-1e22-26a8-1a7c	the Earth rotating on its axis causes the sun to appear to move across the sky during the day
443	5	2337-f998-9a82-5444	seed dispersal has a positive impact on a plant ; a plant 's reproduction
444	5	c457-baf0-ed17-9213	food is a kind of chemical energy
445	5	2946-6e9f-c2f8-2575	when water freezes , that water expands
446	5	d24e-3153-b652-ccfa	to cause means to make
447	5	228c-e968-0417-3f8d	trees are a source of paper
448	5	7a75-f74f-4c98-0f01	an ecosystem contains a large community of ; large numbers of living organisms in a particular place
449	5	c2a0-5b9e-4796-94a2	snow is a kind of ice
450	5	b199-e899-31a4-afb8	life means living things
451	5	9098-c80a-ed21-5447	a paper is a kind of object
452	5	32f6-7c3e-e2cd-2bd0	fur is usually part of a mammal
453	5	dcb0-11ec-8b50-ceb3	if an animal eats another animal then that animal is a carnivore or omnivore or predator
454	5	9e69-e4c7-1f9e-a37e	as population of predators decreases , the population of prey will increase in an environment
455	5	c71c-f0da-3930-67f0	a stream is a kind of body of water
456	5	bbe2-8087-7d0d-2480	recycling reduces the resources needed to make something
457	5	2522-2f06-9dd6-6bf1	falling means moving downward
458	5	2d69-ee53-599f-9438	the sun is the source of energy for life on Earth
459	5	4189-af64-dc68-aab7	a decomposer is usually a bacterium or fungus
460	5	3dca-07f2-1404-d404	chemical reactions cause new substances ; different substances to form
461	5	b5ca-9f64-d6d6-6783	electrical energy is a kind of energy
462	5	c4a5-564d-59d0-1074	to rub ; to rub together means to move against
463	5	277a-fd34-e20b-0e05	an animal knows how to do instinctive behaviors when it is born
464	5	8af3-1381-b634-8b97	organisms ; living things live in their habitat ; their home
465	5	bfeb-fb56-8937-91c9	evaporation is a kind of process
466	5	1af4-c273-5b80-34e6	soil is a renewable resource for growing plants
467	5	69c1-2991-2421-ce63	classifying means grouping objects ; materials by their properties
468	5	5ebe-099f-fd30-b713	a plant requires soil for survival ; to grow
469	5	a469-8103-d86d-9765	a thermal insulator slows ; prevents the transfer of heat
470	5	5deb-66f8-1413-678d	snow falls during the winter in the arctic environment
471	5	ce72-7053-8df0-6419	if one surface is moved against ; moved over ; moved down another surface then those surfaces are touching
472	5	d967-43ba-2f93-e066	provide is similar to give ; make
473	5	b8fe-4fe5-0eae-a038	electricity is used as an energy source by electrical devices
474	5	1758-a1b7-4083-9e99	matter ; materials ; substances are made of atoms ; particles
475	5	a10a-a44b-4ab6-225f	the boiling point of water is 212F ; 100C ; 373K
476	5	d567-d49e-293e-95bf	a star is a source of light ; light energy through nuclear reactions
477	5	9d2f-b39b-3921-a54c	grass is a kind of green plant
478	5	e901-c400-086c-8302	a motion is a kind of event ; action
479	5	3f4c-c241-6217-60ff	an animal is a member of an animal species
480	5	a6f0-93ef-5850-b78f	avoiding predators has a positive impact on prey 's ; an organism 's survival ; health ; ability to reproduce
481	5	0d00-93f4-5616-0efc	classifying is when one sorts something by kind ; type
482	5	54ed-5fd9-0f44-64b7	living things all require energy for survival
483	5	17a3-86be-a2ea-bdb8	soil is made of very small rocks ; minerals
484	5	e172-fe13-821d-196c	each season occurs once per year
485	5	7adb-e986-7c30-64d9	An example of a seasonal change is an animal growing thick fur for keeping warm in the winter
486	5	0969-6f9e-9555-9731	length is a property of the shape of an object
487	5	4ef7-13ee-3d35-8a37	a freezer is used for cooling things
488	5	cab1-f3c3-59de-b682	coal is a kind of fossil fuel
489	5	9e89-73fd-66d5-18e2	a frog is a kind of animal
490	5	3f2b-87bb-f73a-3e5d	a liquid is a kind of substance
491	5	fe4b-29a0-b3d1-b929	as population of prey decreases , the population of predators will decrease
492	5	ef49-c852-8727-d2dd	fruit contains seeds
493	5	0f2d-b1e3-27a6-75b9	if liquid is boiling then that liquid is hot
494	5	3d02-90e0-df5d-dd0c	if something causes a process then that something is required for that process
495	5	6241-2463-513a-73d8	glass ; objects made of glass cause refraction of light
496	5	84a3-fb47-5416-db66	some animals' fur grows thicker for staying warm in the winter
497	5	4545-4aa9-5e1e-e204	if something has a positive impact on something else then that something is important to that something else
498	5	7b20-0992-8ec1-c73c	a plant absorbs carbon dioxide from the air for photosynthesis
499	5	4bbd-68e4-692b-c8db	bark is a protective covering around the trunk of ; branches of a tree
500	5	6cac-66f1-b8ce-e7ea	dying is the opposite of living ; surviving
501	5	c6c3-2053-aaf7-86fe	a battery is a source of electrical energy
502	5	b9dd-961e-269e-aa5d	iron nails are made of iron
503	5	39ec-9974-829d-ba5e	warm ; becoming warm means heat is added
504	5	7007-3239-2cab-e863	cracking something may cause that something to break apart
505	5	d495-a1f3-29eb-04fe	ice is cold in temperature
506	5	57e4-c7f7-0031-fb0a	herbivores only eat plants
507	5	a65e-9ac4-5d0e-ac50	most means over 50%
508	5	bed3-1cec-6cf8-d027	to make means to form
509	5	a3a9-88b4-59db-d0b9	fossil fuels ; fossils forming occurs over a period of 300000000 years which is considered a very long time to a human
510	5	6c0f-ee50-8f2c-401e	a cell wall is a part of a plant cell for supporting and protecting the cell membrane
511	5	4499-c264-9f56-7549	a farmer farms crops ; plants for food
512	5	d9aa-4785-cdb4-ac25	igneous rocks ; minerals are formed from magma ; lava cooling
513	5	77a9-72bb-f1d8-77ff	Matter in the gas phase has variable shape
514	5	9f4e-2412-59cc-3383	loud means high in sound energy ; sound intensity
515	5	02a0-8f5c-4e3a-a064	an oak is a kind of tree
516	5	be5b-b488-31a4-416e	fast means quickly
517	5	93f5-b0bb-73b5-8b40	degrees celsius ( C ) is a unit used for measuring temperature generally used for values between -273 and 50000000
518	5	4399-9824-93cb-c8e7	solar energy is a kind of light
519	5	9391-2a1e-2e67-95b9	a canyon is a kind of landform
520	5	936a-31ea-b049-fee7	texture is a property of surfaces ; materials ; objects and includes ordered values of smooth ; rough
521	5	1700-a363-df25-ad34	a cat is a kind of animal
522	5	7db0-1827-aaaa-cc30	an animal requires enough nutrients to maintain good health ; survive
523	5	86ae-9fcc-40d0-77ab	burning gasoline ; oil is a source of pollution
524	5	cf37-a1ef-e60b-f8e7	close means low in distance
525	5	3678-1c03-c983-ba31	a revolution is when something revolves around something else
526	5	d055-74a0-b787-57b8	a concern ; a problem is a possible negative impact
527	5	246e-dd6e-6e09-988a	colder ; cooler means lower in temperature
528	5	6cf1-9d92-5a26-93fd	fire is a kind of chemical reaction
529	5	a18a-21be-3303-f9b8	a pan ; frying pan is a kind of container for cooking ; food
530	5	0da9-2984-f126-bcad	setting is a kind of motion
531	5	8069-7f81-d181-7a04	sedimentary rocks are formed from sediment compacting ; cementing together
532	4	65d3-05bf-28db-3f1a	a puddle is a kind of body of water
533	4	c4f5-f802-6c1a-1448	place means area
534	4	6f96-e0e9-ed70-4dbc	a living thing is made of cells
535	4	f764-c0c4-fc12-70f2	a farmer is a kind of human
536	4	7579-287a-1bb4-c6c7	meters ; centimeters ; kilometers are used to describe distance ; describe length
537	4	75de-7e0e-d204-6ec0	a tool is a kind of object
538	4	435c-2049-11ca-61c5	toward is the opposite of away
539	4	0e47-2c50-6be2-5375	burning a living thing usually causes harm to that living thing
540	4	31be-afe3-6b4d-fa2d	difficulty seeing means visibility decreases
541	4	8e30-5411-1171-26fa	many vehicles emit pollution into the air
542	4	f4b8-4f96-90d9-7e04	opposite is a kind of different
543	4	fc9b-e584-5d83-bb7a	metamorphosis is when an animal changes from an immature form to an adult form
544	4	f253-a9f3-3688-96a7	if too much heat is transferred to an object then that object may burn
545	4	2195-8880-3362-9682	a nonrenewable resource is limited in supply
546	4	1278-7e0e-79a5-2547	particles in objects are a kind of matter
547	4	e57b-18c2-73ff-869b	to be found in means to be contained in
548	4	c412-a85a-5de1-771a	storing water is a kind of adaptation
549	4	de5c-79d3-c81b-31e5	useful means good to use
550	4	37e7-fd9e-4591-1258	a frog is a kind of amphibian
551	4	0e2f-97e3-fb4f-3886	a desert environment is dry
552	4	cf3b-d6fc-6b3d-87d4	if electricity flows through ; is transferred through the body of an animal then that animal is electrocuted
553	4	c41d-ddb3-ef96-b433	to wash away is a kind of movement by moving water
554	4	dcbe-9523-4529-c54e	absorbing sunlight causes objects to heat
555	4	d308-a04a-d030-5c6c	the Grand Canyon was formed by the Colorado River flowing over long periods of time
556	4	e6fb-12a1-939d-e850	one can get something from a source
557	4	b096-ec41-5c64-f0d4	running is a kind of movement
558	4	4cbb-5f96-4d29-b4f5	natural gas is a nonrenewable resource
559	4	4d20-3294-ea14-e444	migration is when animals move to different locations in an annual cycle
560	4	3796-e9f2-e94c-634d	an plant requires food for survival
561	4	075f-d7cb-993c-ade1	igneous is a kind of rock
562	4	300d-4b3b-57dd-2056	a musical instrument is a kind of object
563	4	c477-accc-502e-618d	lack is similar to low ; little
564	4	9d7a-3ad1-561c-deae	a worm is a kind of animal
565	4	ea27-c3fc-7c64-eeb2	the circulatory system absorbs ; carries food ; substances ; oxygen from the digestive and respiratory systems to the rest of the body
566	4	bea1-3b11-3955-ffaf	the Grand Canyon is a kind of canyon
567	4	8f8e-37fa-0093-b7ef	green is a kind of color
568	4	1d10-2a0a-bf2e-7622	radiation is when heat is transferred through waves ; particles
569	4	7871-bd79-e7cc-a799	a burner is a part of a stove
570	4	5661-379f-7e61-6d32	An electrical conductor is a vehicle for the flow of electricity
571	4	1d88-121f-5fd2-6ed8	composition is a property of an object ; matter
